name, uuid, driver_version, clocks.current.sm [MHz], clocks.current.memory [MHz], power.limit [W], memory.total [MiB]
NVIDIA GeForce RTX 5080, GPU-12fc46ca-1e10-bfc0-0997-84b0fa735418, 616.92, 270 MHz, 405 MHz, 360.00 W, 16303 MiB
